"maxO3";"T6";"T9";"T12";"T15";"T18";"Ne6";"Ne9";"Ne12";"Ne15";"Ne18";"Vdir6";"Vvit6";"Vdir9";"Vvit9";"Vdir12";"Vvit12";"Vdir15";"Vvit15";"Vdir18";"Vvit18";"Vx";"maxO3v"
"19980617";104;9.8;15.7;19.6;21.2;20.6;7;6;6;6;3;300;1;180;1;270;3;250;3;250;4;-3;84.6
"19980618";91.4;13.3;17.3;21.2;23.8;23.7;7;5;4;2;5;250;1;290;3;250;3;240;3;320;1;-2.8191;104
"19980619";115.2;14.8;22.9;27.3;29.7;29.5;5;5;5;6;6;120;3;150;4;150;4;170;4;150;4;2;91.4
"19980620";151.2;18.8;26;32.7;35.1;31.2;7;5;5;5;4;130;2;130;4;160;6;200;7;220;3;2.0521;115.2
"19980621";106.8;16.9;17.6;20.3;21.3;20.7;8;8;7;6;7;290;2;40;3;320;1;10;4;20;2;-0.6428;151.2
"19980622";85.6;13.8;17.6;20.8;22.1;19.2;5;5;6;6;5;220;1;300;2;290;3;310;2;10;5;-2.8191;106.8
"19980623";92.6;12.4;18.4;21.8;24.1;22.8;4;5;5;5;6;0;0;270;2;280;2;240;2;280;3;-1.9696;85.6
"19980624";88.4;14.2;19.2;23.2;23.9;20.7;1;1;4;4;7;240;1;250;3;210;4;260;5;250;5;-2;92.6
"19980625";72.6;13.9;17.4;20.3;20.7;19.9;2;4;6;6;6;250;2;300;3;260;4;260;6;270;5;-3.9392;88.4
"19980626";69.2;13.6;19.1;19.7;20.3;18.7;5;6;7;7;7;220;3;230;6;230;6;240;6;230;6;-4.5963;72.6
"19980627";65.8;16;17.5;16.1;19.2;19.5;7;8;8;6;2;220;7;220;8;230;4;250;6;260;5;-3.0642;69.2
"19980628";68.4;12.1;17.2;18.7;20.5;19.2;1;5;6;6;7;270;1;260;4;260;4;270;4;270;4;-3.9392;65.8
"19980629";58.4;12.2;15.5;17.3;18.3;17.7;7;7;8;8;8;250;1;280;2;310;4;280;4;300;3;-3.0642;68.4
"19980630";40.2;14.5;16.6;19.6;21.1;18.9;8;8;8;7;7;210;3;230;4;240;4;250;4;20;2;-3.4641;58.4
"19980701";83.8;15;18.9;19.8;20.3;20.4;8;8;8;8;7;50;2;70;4;80;5;80;7;70;6;4.924;40.2
"19980702";66.8;14.8;14;16;16.3;16;8;8;8;8;8;70;3;70;4;70;5;70;5;70;4;4.6985;83.8
"19980703";89.4;14.5;15.9;17.8;18.4;17.8;7;6;7;6;5;30;5;30;5;20;6;20;5;350;5;2.0521;66.8
"19980704";81.6;12.4;16.1;18.6;20.2;18.2;8;7;8;4;5;290;1;340;3;330;3;330;4;10;6;-1.5;89.4
"19980705";58.6;10.7;13.9;17.1;18.4;18.6;6;8;8;8;7;290;1;270;3;290;3;320;3;340;2;-2.8191;81.6
"19980706";42.8;14.1;15.6;16.9;18;17.3;8;7;7;7;8;320;3;300;1;280;2;340;3;350;2;-1.9696;58.6
"19980707";79;14.6;15.4;17.7;20;19.6;8;8;8;6;1;310;1;0;0;30;2;330;7;350;5;1;42.8
"19980708";73.6;12.5;16.1;18.9;19.8;18.9;2;6;5;5;4;320;2;340;6;350;5;340;6;350;4;-0.8682;79
"19980709";56.4;13.2;17.3;18.9;19.3;18.4;8;6;8;8;8;230;3;230;4;270;4;250;5;250;3;-4;73.6
"19980710";65.8;15.8;17.1;19.1;19.7;19.5;7;7;7;7;8;270;3;280;4;260;4;270;4;270;4;-3.9392;56.4
"19980711";79;15.7;17.9;21.3;21.4;18.1;7;6;6;7;8;300;5;280;4;240;5;240;7;240;6;-4.3301;65.8
"19980712";37;16.4;19.1;21.3;20;19.2;8;7;7;7;7;250;6;250;6;240;9;240;9;230;8;-7.7942;79
"19980713";65.4;14;16.3;18.9;19.9;19;8;4;4;4;1;300;3;320;6;330;6;340;6;340;5;-3;37
"19980714";67.2;11.2;17;19.1;20.5;18.5;0;4;5;5;2;270;2;330;5;340;5;340;4;20;6;-1.7101;65.4
"19980715";57;12.7;16.9;17.4;18.2;17.3;6;7;8;8;7;280;3;250;4;260;3;270;3;270;3;-2.9544;67.2
"19980716";50.4;16.1;18.7;19.7;19.3;20.5;8;7;7;7;7;240;4;260;6;260;5;260;5;270;4;-4.924;57
"19980717";78;15.6;18.4;21.1;21.9;21;8;7;5;4;4;220;5;240;5;270;6;260;5;250;5;-6;50.4
"19980718";64;12.7;17.9;19.6;20.8;21.1;4;7;7;7;6;270;2;260;3;290;3;290;3;330;1;-2.8191;78
"19980719";91.6;13.9;21.7;26.1;26.3;24.2;3;5;6;5;6;130;2;160;4;220;4;240;5;240;5;-2.5712;64
"19980720";72.8;14.5;18.6;24.5;25.7;22.2;3;5;2;7;8;200;1;220;3;240;2;240;2;240;3;-1.7321;91.6
"19980721";76.4;14.3;18.6;20.3;21.7;20.5;1;5;5;4;1;240;2;250;6;220;8;250;7;260;6;-5.1423;72.8
"19980722";76.2;13.3;19.8;21.6;21.7;17.9;4;6;8;8;8;170;2;200;6;210;6;210;7;190;6;-3;76.4
"19980723";55.2;15.7;16.8;17.7;18;16.3;8;8;8;8;8;240;3;240;3;210;2;350;1;30;3;-1;76.2
"19980724";79.2;11.4;17.5;21.1;21.9;20.8;2;5;3;4;2;320;2;20;3;40;4;20;4;20;6;2.5712;55.2
"19980725";110;10.7;19.3;22.8;23.5;21.7;1;4;6;5;4;0;0;90;2;80;3;350;3;20;4;2.9544;79.2
"19980726";121.6;12.2;17;20;23.5;24.3;7;8;8;3;1;320;1;110;1;300;1;50;2;350;1;-0.866;110
"19980727";69.4;14.8;18.3;19.1;20.7;20.3;7;6;8;7;2;240;1;330;5;340;5;310;5;340;5;-1.7101;121.6
"19980728";49;15;15.7;17.1;20.6;19.4;7;8;8;7;7;220;3;220;6;220;7;280;5;300;5;-4.4995;69.4
"19980729";59;15.1;18.3;18.4;19.1;20.4;8;7;8;8;7;250;3;250;5;240;8;240;7;240;4;-6.9282;49
"19980730";56.2;13.4;17.7;20.2;21.5;20.1;1;5;7;7;5;250;3;290;6;290;6;280;5;330;4;-5.6382;59
"19980731";57.2;12.1;17.4;20;19.7;18.8;2;5;6;7;7;250;2;290;2;320;2;10;4;10;3;-1.2856;56.2
"19980801";68.8;11.6;16.2;19.3;18;18.6;9;4;6;6;6;320;3;340;3;30;4;260;3;10;4;2;57.2
"19980802";80.2;11.6;17.9;21.5;22.7;21;1;1;3;4;1;330;1;30;4;40;3;10;5;40;4;1.9284;68.8
"19980803";88.2;10.5;17.7;22.6;22.4;21.3;7;5;7;6;6;0;0;260;1;250;4;260;5;240;6;-3.7588;80.2
"19980804";NA;17.9;18.7;21.4;22.3;20;8;8;5;2;0;290;2;340;6;360;6;360;6;360;6;0;88.2
"19980805";64;13.4;18.3;23;24.7;22.3;9;1;1;1;0;340;2;30;3;360;3;10;4;20;5;0;NA
"19980806";NA;10.2;18.6;24;25.3;22.3;1;3;5;2;1;320;1;10;3;20;2;20;5;20;5;0.684;64
"19980807";NA;13.9;18.7;26.6;28.6;27.2;9;0;0;0;0;10;3;20;1;60;2;40;4;20;5;1.7321;NA
"19980808";NA;13.4;21.7;28.5;30.6;27;0;0;0;0;0;300;2;340;3;20;3;10;4;340;4;1.0261;NA
"19980809";155.6;14.1;22.8;29.1;32.4;30.3;0;0;0;0;0;290;1;10;2;340;2;340;3;20;5;-0.684;NA
"19980810";144.8;16.3;25.9;33.2;34.8;32.8;0;1;2;2;2;0;0;180;1;250;4;260;3;270;3;-3.7588;155.6
"19980811";76.2;16.1;19;26.7;29.3;26.2;7;6;6;3;4;10;3;40;3;340;2;10;3;360;4;-0.684;144.8
"19980812";79.4;15.1;20.5;23.7;23.2;20.1;7;6;7;6;3;320;3;10;4;320;5;10;6;360;7;-3.2139;76.2
"19980813";121.6;12.1;17.9;21.3;22.4;20.5;2;2;4;5;6;340;2;20;4;360;4;10;5;10;5;0;79.4
"19980814";78.4;11.6;18.9;23.8;26.3;26;2;3;5;5;5;280;1;130;1;240;1;310;2;310;2;-0.866;121.6
"19980815";100;12.4;19.5;23.8;23.1;20.6;6;5;6;6;3;310;2;350;3;10;4;350;6;350;6;0.6946;78.4
"19980816";75.2;11.7;19.4;23.1;24.5;21.1;2;2;3;2;2;330;2;20;4;350;5;340;5;350;5;-0.8682;100
"19980817";71.4;10.8;16.5;22.4;22.7;20.5;7;6;5;7;6;290;1;340;2;270;2;350;5;20;5;-2;75.2
"19980818";98.6;14.2;16.7;18.5;22.2;20.6;8;8;7;6;4;300;1;300;2;10;2;360;3;350;5;0.3473;71.4
"19980819";79.4;11.5;18.8;22.6;23.8;22;0;1;3;3;1;270;1;360;2;360;2;300;2;20;4;0;98.6
"19980820";55.8;11.6;18;20.5;21.5;20.5;0;2;7;7;7;310;2;310;3;320;4;300;4;280;3;-2.5712;79.4
"19980821";45.6;17.7;20.8;21.7;22.8;20.9;8;8;7;7;7;250;5;270;7;320;7;320;8;330;6;-4.4995;55.8
"19980822";68;17;18.2;21.5;22.9;18.8;8;8;8;8;8;260;4;240;4;250;5;290;8;330;4;-4.6985;45.6
"19980823";69.2;11.6;17.6;21.1;21.8;20.8;3;3;4;7;7;0;0;280;3;300;4;260;4;250;5;-3.4641;68
"19980824";94.6;16.2;18.8;21.3;21.8;19.2;6;5;4;3;2;300;5;310;6;330;7;10;6;360;6;-3.5;69.2
"19980825";NA;10.2;16.3;21.3;23.4;22.4;0;5;2;1;0;0;0;300;1;320;3;300;2;10;4;-1.9284;94.6
"19980826";84.6;14.3;17.6;19.7;20.3;19.3;7;7;7;7;3;0;0;320;5;320;4;350;5;40;4;-2.5712;NA
"19980827";97.2;13.4;17.1;19.5;20.1;17.6;1;2;2;3;1;30;3;70;6;50;6;50;5;40;6;4.5963;84.6
"19980828";101.6;7;15.9;19.3;21.1;18.6;2;2;5;4;1;300;1;350;1;10;5;20;6;20;6;0.8682;97.2
"19980829";102.6;8.7;16.5;20.9;22.5;21.1;1;2;5;5;2;0;0;140;4;100;3;100;5;80;3;2.9544;101.6
"19980830";115.8;11.4;18.4;23;24.8;23.9;6;5;2;2;3;120;1;130;3;110;4;130;4;130;3;3.7588;102.6
"19980831";NA;13.9;20.1;24.9;26.3;25.6;6;7;7;7;7;130;2;120;5;120;6;150;4;120;3;5.1962;115.8
"19980901";89.4;17.4;22.2;25.1;26.6;23.6;2;1;5;7;7;200;1;330;1;270;2;280;3;20;2;-2;NA
"19980902";NA;17.5;19.8;20.6;18.1;18.6;7;8;8;8;8;40;3;70;1;360;3;350;2;170;1;0;89.4
"19980903";NA;14.9;18;21.8;23.1;21.1;6;4;4;2;2;280;4;290;4;300;5;310;4;300;2;-4.3301;NA
"19980904";55.6;13.9;15.8;16.1;18.4;16.6;8;7;8;7;6;120;3;150;4;140;4;240;4;220;2;2.5712;NA
"19980905";74.2;15.5;18.6;17.8;21.6;19.4;4;6;6;6;3;240;4;270;5;310;5;280;7;260;3;-3.8302;55.6
"19980906";78.4;16.1;18.1;22.6;21.6;18.7;8;7;7;7;8;160;3;190;7;190;8;230;3;220;7;-1.3892;74.2
"19980907";78.6;16.3;19.7;23.2;22.8;19.5;6;4;5;4;7;190;4;230;5;240;6;240;9;240;5;-5.1962;78.4
"19980908";75.6;16.6;18.5;23.1;24.3;20.6;8;8;4;2;6;210;6;230;5;260;9;240;7;230;6;-8.8633;78.6
"19980909";67.8;18.3;20.2;23;21.8;19.6;7;6;5;6;5;230;4;230;8;240;9;230;9;230;6;-7.7942;75.6
"19980910";70;16.4;17.3;17.3;19.9;18;2;6;6;5;6;220;5;250;5;290;6;280;6;290;5;-5.6382;67.8
"19980911";68;13.3;13.1;14.3;14.1;12.8;8;8;8;7;5;200;3;220;4;230;3;320;3;350;4;-2.2981;70
"19980912";80.2;9.9;12.7;13.3;14.5;13.5;7;7;8;5;1;270;4;260;5;240;5;320;6;330;5;-4.3301;68
"19980913";87.8;10.6;12.1;14.8;15.3;13.8;6;6;6;4;4;280;7;340;8;350;9;340;6;340;3;-1.5628;80.2
"19980914";64.6;10.2;13.3;13.9;16.2;14.3;6;6;6;6;5;290;4;300;6;310;8;320;8;310;6;-6.1284;87.8
"19980915";63.6;11.9;15;18.4;20.8;18.4;8;8;8;5;6;230;3;230;5;250;5;290;7;300;3;-4.6985;64.6
"19980916";74.6;13.6;16.3;18.2;19.1;16;7;6;7;7;6;270;3;330;5;330;6;330;5;300;2;-3;63.6
"19980917";70.2;12.3;16;19.2;20.7;18.6;6;4;6;6;3;290;3;310;4;320;4;310;3;40;3;-2.5712;74.6
"19980918";92.2;9.2;15.5;22.2;23.7;21.2;0;2;3;4;4;290;1;160;1;140;2;80;2;90;2;1.2856;70.2
"19980919";91.6;11.4;17.6;22.3;23.6;20.7;1;3;2;1;1;0;0;110;4;100;6;90;5;70;3;5.9088;92.2
"19980920";85.6;12.4;19.3;23.2;24;21.1;1;1;0;2;2;70;1;100;5;90;5;70;6;70;4;5;91.6
"19980921";98.8;12.6;17.3;22;23.4;20.3;0;0;2;2;1;60;3;70;5;90;6;100;6;70;5;6;85.6
"19980922";94.6;11.6;16.7;21.2;21.9;18.7;1;0;1;1;0;80;3;100;5;90;5;90;5;70;3;5;98.8
"19980923";116.2;10.9;16;22.6;23.7;21.1;1;4;3;4;7;110;2;130;3;100;4;130;4;140;1;3.9392;94.6
"19980924";86.6;13.1;16.8;19.6;20.8;18.9;3;6;6;5;7;100;1;140;3;180;6;170;6;150;2;0;116.2
"19980925";57.8;14.3;15.1;15.9;17.8;17.2;8;8;8;8;5;90;3;150;4;140;3;140;4;110;2;1.9284;86.6
"19980926";76.2;16.2;17;20.1;18.4;17.5;8;7;6;6;5;130;4;170;4;190;5;140;3;120;4;-0.8682;57.8
"19980927";72;13.6;15.1;18.6;18.5;17;8;8;7;7;7;330;5;300;6;320;4;270;2;340;3;-2.5712;76.2
"19980928";65.8;15;16.4;17.7;18.9;15.5;8;8;7;4;6;260;3;270;4;300;5;330;5;300;2;-4.3301;72
"19980929";69.8;12.7;12.8;15.4;16.7;15.5;8;8;8;7;8;170;3;180;3;150;3;140;5;140;5;1.5;65.8
"19980930";78.8;13.6;16.3;15.1;13.8;14.3;3;6;6;8;6;200;5;200;9;210;9;220;7;210;6;-4.5;69.8
"19990401";90.4;9.2;14.5;17.3;17.7;15.6;3;4;7;7;7;120;5;140;4;180;5;210;6;220;4;0;104.2
"19990402";87.2;7.4;11.6;14.5;12.7;12.7;7;8;7;8;8;140;3;190;5;230;7;210;5;200;3;-5.3623;90.4
"19990403";96;12.8;14.9;17.2;18.8;17.1;8;8;6;2;4;240;4;250;3;260;5;280;6;290;3;-4.924;87.2
"19990404";69.4;11.3;12.9;16.4;15.4;15.1;8;8;7;8;8;210;2;220;3;220;3;240;4;240;2;-1.9284;96
"19990405";82.6;10.3;12.8;18.2;20.8;18;7;4;6;1;4;190;2;200;4;230;5;240;4;230;4;-3.8302;69.4
"19990406";83.2;10.9;12.5;15.3;18.3;15.3;8;8;7;6;7;250;3;220;2;260;4;270;4;350;4;-3.9392;82.6
"19990407";91.6;9.6;10.9;13.4;13.6;11.8;7;6;5;4;7;330;7;340;7;340;8;340;8;340;7;-2.7362;83.2
"19990408";92.2;4.6;11.3;14.6;16.1;14.3;3;4;6;5;4;300;2;300;2;330;4;360;4;360;4;-2;91.6
"19990409";41.6;10;11.3;13.5;13.8;13.2;8;8;8;8;8;0;0;0;0;280;1;330;2;320;1;-0.9848;92.2
"19990410";88.8;9.9;9.5;10.9;10.2;11.1;8;8;8;8;5;280;2;280;4;270;3;350;7;330;5;-3;41.6
"19990411";98.8;5.5;10.4;12.2;13.5;11.6;7;6;6;3;5;270;2;290;3;350;5;330;6;310;3;-0.8682;88.8
"19990412";87.8;10.9;11.8;13.7;11;9.1;7;5;6;4;5;300;6;290;7;270;9;310;9;310;12;-9;98.8
"19990413";87;8.1;9.9;9.7;10.4;9.7;2;4;7;6;6;320;7;310;9;310;9;330;9;300;5;-6.8944;87.8
"19990414";80.4;5.8;5.1;6.1;7.3;4.4;8;8;8;7;6;360;3;300;4;290;5;280;6;280;5;-4.6985;87
"19990415";86;1.8;6.1;8.5;9;7.7;8;7;5;5;4;240;3;270;6;330;9;330;7;300;1;-4.5;80.4
"19990416";88.6;2.5;8.1;8.9;9.4;5.8;7;6;7;7;8;140;1;180;3;180;4;110;3;170;3;0;86
"19990417";98.6;3.7;8.3;12.8;11.2;9.2;5;5;4;4;3;10;2;340;3;10;5;340;7;340;7;0.8682;88.6
"19990418";93.2;3.8;6.4;9.8;11.5;9.9;5;6;6;6;3;260;2;220;3;290;5;320;7;340;7;-4.6985;98.6
"19990419";83.2;4.6;6.2;8.1;7.9;8.4;7;8;8;8;8;180;2;200;3;150;4;150;4;140;4;2;93.2
"19990420";95.4;11.8;11.9;12.7;12.8;12.8;8;8;8;8;8;210;4;190;7;190;9;200;9;230;6;-1.5628;83.2
"19990421";100.6;11.6;11.8;13.8;14.4;12.3;7;8;6;8;8;210;7;210;8;230;8;230;9;230;8;-6.1284;95.4
"19990422";100.2;8.7;13.5;14.4;15;12.8;2;4;5;4;5;190;4;240;6;250;7;240;6;220;5;-6.5778;100.6
"19990423";89.6;10.1;11.8;10.1;10.4;11.5;7;7;8;7;6;140;5;140;4;300;12;300;11;300;8;-10.3923;100.2
"19990424";98.4;5.5;11.4;15.1;16;14.2;1;4;4;5;4;250;2;300;5;260;4;230;3;210;4;-3.9392;89.6
"19990425";67;9;11.6;11.9;11.8;11.1;7;8;8;8;8;150;3;170;6;160;4;170;4;180;3;1.3681;98.4
"19990426";95;9.9;12.9;15.8;17.5;14.6;6;6;6;5;7;150;2;160;3;130;2;30;2;40;7;1.5321;67
"19990427";101;11;16.2;18.9;19.8;15.8;4;7;7;7;8;30;3;70;5;70;6;80;5;120;2;5.6382;95
"19990428";100.8;11.2;15.1;18.7;19.4;17.1;0;2;4;4;7;30;3;50;7;60;10;60;11;60;8;8.6603;101
"19990429";91;13.2;14.1;18.5;19.8;15.3;8;8;5;6;7;60;5;70;7;70;6;70;7;140;3;5.6382;100.8
"19990430";94;10.8;12.5;18.3;20.5;20;9;7;7;7;7;120;2;120;1;150;2;160;1;90;2;1;91
"19990501";112.6;10.6;18.5;22.4;23.1;17.1;3;4;7;6;6;80;1;130;3;120;3;130;2;340;5;2.5981;94
"19990502";111.6;11.4;19.6;23.2;23.9;21;2;1;1;1;1;330;2;70;2;90;5;70;4;360;4;5;112.6
"19990503";111;13.1;19;24.1;24.3;22.2;5;3;2;7;8;360;3;80;3;80;4;120;3;90;3;3.9392;111.6
"19990504";97.4;14.2;15.9;18.5;21.1;18.7;7;8;7;6;3;340;3;340;3;350;4;350;5;350;5;-0.6946;111
"19990505";105.6;9.7;13.5;16.5;17.8;15.4;9;8;8;7;7;150;1;180;3;220;4;210;6;210;5;-2.5712;97.4
"19990506";91.4;11.5;16.1;19.3;20.4;20.2;3;4;4;5;5;190;3;240;5;200;3;170;3;140;3;-1.0261;105.6
"19990507";75.2;14.5;16.5;18.2;16.1;15;8;7;8;7;5;270;1;330;2;280;2;290;5;220;5;-1.9696;91.4
"19990508";92.4;11.5;15.4;18.2;18.3;15.8;6;6;5;3;7;200;4;230;6;220;9;220;8;220;6;-5.7851;75.2
"19990509";109.4;9.9;18.3;22.6;22.6;20.3;6;7;7;7;7;140;3;160;5;160;8;190;8;210;6;2.7362;92.4
"19990510";89.6;13.4;16.7;18;17.8;16.6;6;7;7;7;7;200;3;220;6;230;6;220;7;220;7;-4.5963;109.4
"19990511";83.6;13.5;13.9;14;15.8;15.9;8;8;8;8;7;190;4;190;4;190;5;210;4;230;3;-0.8682;89.6
"19990512";79.6;11.5;13.6;15.3;15.6;15.6;7;8;8;7;3;200;2;220;3;240;3;210;5;220;5;-2.5981;83.6
"19990513";91.2;8.5;14.1;17;16.6;15.4;7;6;7;6;7;210;2;230;4;230;6;220;5;240;4;-4.5963;79.6
"19990514";85;8.8;13.7;16.3;18.2;15;3;6;5;6;7;250;1;290;2;300;2;340;2;20;5;-1.7321;91.2
"19990515";91.4;10.4;14.1;17.5;19.1;17.6;7;4;4;5;3;350;2;10;3;350;3;20;5;20;5;-0.5209;85
"19990516";106;10.3;14.3;18.4;17.8;16.1;2;5;5;4;1;30;4;80;4;90;5;50;6;60;7;5;91.4
"19990517";93.4;9.7;13.9;15.5;16.1;12.4;7;5;8;8;8;40;6;50;9;60;9;50;8;40;3;7.7942;106
"19990518";NA;10.6;12.5;17.8;20.5;14.6;8;7;6;7;7;120;2;120;4;120;5;100;6;100;5;4.3301;93.4
"19990519";NA;12.3;13.8;17.1;15.7;14.2;8;8;6;8;8;360;1;360;3;10;4;340;4;340;7;0.6946;NA
"19990520";96.8;11.2;12.8;14.6;16.9;16.5;8;8;8;7;4;280;3;300;4;320;5;320;3;320;5;-3.2139;NA
"19990521";80.6;10.7;14.7;16.4;19;17.6;6;5;8;7;6;270;2;320;4;270;4;270;5;290;5;-4;96.8
"19990522";96;12.2;14.4;16.9;18.4;16.8;6;6;6;7;2;300;3;320;5;300;4;320;3;10;4;-3.4641;80.6
"19990523";82.4;9.4;14.6;17.6;18.1;18;2;4;8;8;8;230;1;260;3;280;3;330;2;270;1;-2.9544;96
"19990524";71.4;13;14.2;16.7;16.5;16.7;8;8;7;8;6;30;2;360;1;30;2;340;4;360;4;1;82.4
"19990525";89.6;13;12.8;15.9;18;17.6;8;8;6;7;3;350;4;330;3;20;2;320;3;10;3;0.684;71.4
"19990526";98;9.7;17.6;22;24;23.9;0;0;1;1;1;350;1;40;1;100;2;150;3;120;3;1.9696;89.6
"19990527";113.4;16.1;21.7;24.9;23.4;19.3;3;3;4;1;8;110;2;140;4;120;4;190;11;220;7;3.4641;98
"19990528";93.8;14.5;19.3;22.9;24.7;24.9;0;2;2;1;1;200;3;150;1;150;2;150;4;90;3;1;113.4
"19990529";124.4;17.8;23.3;25.3;25.1;23.2;1;4;5;5;5;110;4;170;4;190;5;230;7;230;4;-0.8682;93.8
"19990530";90.2;14.5;17.6;21.4;23.3;22.2;8;7;3;2;2;0;0;320;1;360;2;360;4;20;3;0;124.4
"19990531";93;14.8;17.8;22.3;24.4;22.8;8;6;7;8;3;20;3;30;3;30;3;80;2;350;5;1.5;90.2
"19990601";95.2;16.9;20.4;25.8;26.8;26.4;7;7;7;5;2;70;2;50;2;130;4;140;4;170;6;3.0642;93
"19990602";88.6;17.5;17.8;16.9;17.5;17.4;7;6;8;7;5;190;6;230;8;240;7;260;8;240;5;-6.0622;95.2
"19990603";77.8;13.5;14.7;16.1;17.7;16.2;8;7;7;6;7;180;6;190;6;220;9;230;8;250;8;-5.7851;88.6
"19990604";70;14.3;15.4;15.4;15.6;15.4;8;8;7;7;8;220;5;240;6;240;5;230;6;230;5;-4.3301;77.8
"19990605";80.8;11.3;15.5;14.2;13.4;14.1;2;6;6;8;4;200;3;220;6;230;10;230;11;220;7;-7.6604;70
"19990606";79.4;11;15.5;17.1;16.8;15.1;1;3;7;6;6;260;4;260;5;210;5;230;6;230;6;-2.5;80.8
"19990607";71;12;14.4;14.2;14.8;13.3;7;7;7;6;7;190;3;220;4;310;3;300;4;290;2;-2.2981;79.4
"19990608";82.4;8.5;14.1;15.8;15.5;14.9;5;5;7;8;8;250;2;240;4;270;4;250;4;240;1;-4;71
"19990609";79.8;12.1;15.2;17.4;16.7;16.5;7;7;7;8;5;170;2;190;4;220;4;220;4;250;3;-2.5712;82.4
"19990610";101.6;12.4;16.3;18.1;18.5;17.7;7;6;7;6;1;290;1;360;1;350;3;10;4;10;6;-0.5209;79.8
"19990611";94.6;10.7;16.2;18.6;18;16.9;1;1;5;6;6;350;2;30;4;10;4;340;3;350;5;0.6946;101.6
"19990612";107.6;10.2;15.8;19.7;19.7;15.7;3;3;3;7;6;320;1;330;2;300;2;350;4;350;7;-1.7321;94.6
"19990613";102;10.2;15.5;18.3;19.2;17.9;1;6;4;4;7;310;3;320;4;350;5;340;6;360;6;-0.8682;107.6
"19990614";122.2;11.9;17.5;20.5;21.4;19.5;1;2;4;3;6;280;2;360;4;10;5;350;5;360;5;0.8682;102
"19990615";138.2;13.1;19;23.4;25.2;23.2;6;1;1;3;1;360;2;20;2;10;2;70;3;10;5;0.3473;122.2
"19990616";153.2;13.8;21.6;24.7;27.5;24.4;1;0;6;2;7;0;0;160;1;300;2;90;2;10;5;-1.7321;138.2
"19990617";112.4;15.6;19.9;21.8;21.4;19.4;3;3;3;5;6;320;2;360;4;360;6;360;6;340;6;0;153.2
"19990618";105.4;13.4;19.2;20.3;21.6;20.6;4;7;5;4;1;290;2;40;2;350;1;350;6;350;6;-0.1736;112.4
"19990619";109;12.3;17.7;21.3;22.7;19.8;7;0;3;4;5;350;4;360;3;330;4;360;3;360;6;-2;105.4
"19990620";71.4;15.4;17.1;18.7;16.7;16.2;8;8;8;8;7;240;4;250;4;250;6;330;4;330;4;-5.6382;109
"19990621";74.6;10.8;14.7;15.9;16.8;15.2;1;6;6;5;3;280;4;320;5;330;7;340;7;340;7;-3.5;71.4
"19990622";80.2;8.7;15.5;18;18.8;17.8;1;6;7;6;3;300;1;40;1;200;2;360;3;10;5;-0.684;74.6
"19990623";NA;11.1;18.5;22.2;22.7;21.9;1;1;1;3;1;0;0;170;2;90;2;30;3;30;5;2;80.2
"19990624";NA;12.9;21.4;24.8;26.5;25.9;0;1;3;3;1;10;1;90;4;110;4;100;5;80;5;3.7588;NA
"19990625";NA;17.2;22.9;26.6;27.8;26.8;5;2;5;4;7;90;5;90;5;90;5;60;3;100;5;5;NA
"19990626";103.2;19;18.6;20.3;21.7;18.3;7;7;7;6;7;210;5;240;2;220;6;240;6;200;5;-3.8567;NA
"19990627";74.4;15.6;15.4;19.2;15.2;15.8;8;7;6;7;7;190;5;290;6;280;7;270;2;300;4;-6.8937;103.2
"19990628";62.2;13.4;14.9;15.7;17.9;17.5;6;7;7;7;7;230;3;230;4;230;7;210;7;220;5;-5.3623;74.4
"19990629";62.6;16.4;19.2;22.3;21.7;18.9;8;7;6;7;7;210;5;240;7;230;8;230;9;240;6;-6.1284;62.2
"19990630";67.8;13.8;16.8;17.6;18.9;18.8;3;6;7;7;7;280;3;300;4;290;3;260;3;250;2;-2.8191;62.6
"19990701";53.6;15.4;18.4;22.5;24.2;23.7;8;8;7;6;2;210;3;250;3;250;5;270;4;310;3;-4.6985;67.8
"19990702";108.6;17.1;25;29.7;32.3;32.4;1;0;0;2;6;90;1;100;5;130;5;150;5;170;3;3.8302;53.6
"19990703";67.8;17.5;19.4;20.9;21.8;21;8;7;7;7;7;210;3;230;3;220;5;240;5;210;6;-3.2139;108.6
"19990704";63;16.1;18.7;19.3;20;18.6;7;7;8;8;7;200;2;230;3;190;4;190;3;190;4;-0.6946;67.8
"19990705";71;16.1;19.1;19.3;21.3;20.7;8;7;6;6;6;160;4;160;4;170;4;180;6;210;5;0.6946;63
"19990706";70;15.1;18.8;20.5;22.8;21.3;7;6;6;2;1;310;4;330;4;340;5;350;6;350;5;-1.7101;71
"19990707";51.4;14.5;17.1;18.9;20.2;20.2;7;8;8;8;6;270;2;300;3;310;4;340;3;40;4;-3.0642;70
"19990708";106.4;14.5;19.8;24.9;27.1;25.2;6;5;5;4;2;20;1;60;2;60;5;50;4;10;6;4.3301;51.4
"19990709";NA;18.1;23.1;26.3;28.1;27.6;0;0;1;2;1;40;3;70;5;70;5;60;5;60;5;4.6985;106.4
"19990710";132;16.9;22.4;25.9;26.4;25.9;0;0;4;6;5;320;2;360;4;30;7;60;6;30;6;3.5;NA
"19990711";118;17.7;18.7;25.7;27.5;26.4;7;7;4;2;1;10;4;360;5;10;6;30;7;30;7;1.0419;132
